strategy,symbol,timeframe,dir,reason,entryTime,exitTime,holdBars,rMultiple,mfeR,maeR,pnl,fees,session,regime
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-10T00:36:00.000Z,2025-08-10T00:47:59.999Z,3,-1.069272,0.0021,0.9464,-106.9272,15.8625,ASIA,-1
scalp_fade_3m_lim,ETHUSDT,3m,1,STOP,2025-08-10T11:51:00.000Z,2025-08-10T11:59:59.999Z,2,-1.051615,0.0220,1.0932,-105.1615,12.1448,LONDON,1
scalp_fade_3m_lim,ETHUSDT,3m,1,STOP,2025-08-10T13:18:00.000Z,2025-08-10T13:35:59.999Z,5,-1.076124,0.3310,0.8848,-107.6124,17.7048,NY,1
scalp_fade_3m_lim,ETHUSDT,3m,1,STOP,2025-08-10T13:57:00.000Z,2025-08-10T14:02:59.999Z,1,-1.067846,0.1399,0.8942,-106.7846,15.9327,NY,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-11T00:03:00.000Z,2025-08-11T00:17:59.999Z,4,-1.082677,0.7381,0.8867,-108.2677,18.9328,ASIA,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-11T00:39:00.000Z,2025-08-11T01:26:59.999Z,15,-1.047724,0.1334,1.4738,-104.7724,10.6022,ASIA,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,TIME,2025-08-11T02:18:00.000Z,2025-08-11T03:20:59.999Z,20,0.412371,0.7944,0.0881,41.2371,8.0194,ASIA,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,TARGET,2025-08-11T04:54:00.000Z,2025-08-11T05:35:59.999Z,13,1.091781,1.2514,0.0930,109.1781,8.5360,ASIA,1
scalp_fade_3m_lim,ETHUSDT,3m,1,STOP,2025-08-11T09:33:00.000Z,2025-08-11T09:50:59.999Z,5,-1.078917,0.0111,0.7861,-107.8917,18.3470,LONDON,1
scalp_fade_3m_lim,ETHUSDT,3m,1,STOP,2025-08-11T10:33:00.000Z,2025-08-11T10:56:59.999Z,7,-1.047401,0.0279,0.8551,-104.7401,11.0555,LONDON,-1
scalp_fade_3m_lim,ETHUSDT,3m,1,TIME,2025-08-11T22:03:00.000Z,2025-08-11T23:05:59.999Z,20,0.292314,0.7277,0.6504,29.2314,8.8480,LATE,-1
scalp_fade_3m_lim,ETHUSDT,3m,-1,TIME,2025-08-12T06:42:00.000Z,2025-08-12T07:44:59.999Z,20,-0.730434,0.7297,0.5853,-73.0434,13.3001,ASIA,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,TARGET,2025-08-12T08:42:00.000Z,2025-08-12T09:11:59.999Z,9,1.123379,1.2231,0.5527,112.3379,7.8839,LONDON,-1
scalp_fade_3m_lim,ETHUSDT,3m,1,TARGET,2025-08-12T11:42:00.000Z,2025-08-12T11:59:59.999Z,5,1.051947,1.2090,0.3038,105.1947,9.4322,LONDON,-1
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-12T17:30:00.000Z,2025-08-12T17:59:59.999Z,9,-1.046764,0.2746,0.9202,-104.6764,10.5117,NY,-1
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-12T19:18:00.000Z,2025-08-12T19:59:59.999Z,13,-1.062230,0.3672,0.8530,-106.2230,13.9415,NY,1
scalp_fade_3m_lim,ETHUSDT,3m,-1,STOP,2025-08-12T23:03:00.000Z,2025-08-12T23:38:59.999Z,11,-1.057244,0.1222,0.8971,-105.7244,12.8604,LATE,-1
